electricity,irradiance_direct,irradiance_diffuse,temperature
0.788,0.78,0.261,23.565
0.779,0.738,0.291,24.325
0.759,0.687,0.313,24.662
0.47800000000000004,0.149,0.437,24.187
0.529,0.277,0.376,23.873
0.444,0.23600000000000002,0.303,23.489
0.389,0.253,0.215,22.978
0.28500000000000003,0.214,0.127,22.33
0.105,0.094,0.041,21.477
0.0,0.0,0.0,20.59
0.0,0.0,0.0,20.042
0.0,0.0,0.0,19.726
0.0,0.0,0.0,19.549
0.0,0.0,0.0,19.429
0.0,0.0,0.0,19.328
0.0,0.0,0.0,19.145
0.0,0.0,0.0,18.988
0.0,0.0,0.0,18.884
0.0,0.002,0.001,18.785
0.20500000000000002,0.195,0.049,19.076
0.451,0.41600000000000004,0.124,20.31
0.631,0.61,0.177,21.695
0.705,0.681,0.222,22.733
0.749,0.724,0.253,23.649
0.6980000000000001,0.56,0.341,24.213
0.6970000000000001,0.525,0.375,24.579
0.67,0.459,0.401,24.737
0.652,0.456,0.377,24.811
0.624,0.463,0.328,24.662
0.577,0.454,0.267,24.32
0.486,0.396,0.2,23.744
0.382,0.338,0.122,23.034
0.133,0.124,0.042,22.148
0.0,0.0,0.0,21.261
0.0,0.0,0.0,20.729
0.0,0.0,0.0,20.412
0.0,0.0,0.0,20.149
0.0,0.0,0.0,19.879
0.0,0.0,0.0,19.553
0.0,0.0,0.0,19.235
0.0,0.0,0.0,18.929
0.0,0.0,0.0,18.664
0.0,0.003,0.001,18.409
0.249,0.245,0.048,18.591
0.514,0.502,0.117,19.909
0.679,0.6970000000000001,0.162,21.728
0.749,0.779,0.195,23.287
0.785,0.8270000000000001,0.217,24.727
0.804,0.854,0.229,25.911
0.809,0.863,0.23500000000000001,26.79
0.805,0.859,0.23500000000000001,27.316
0.79,0.837,0.233,27.418
0.759,0.79,0.225,27.217
0.677,0.663,0.219,26.798000000000002
0.392,0.268,0.212,26.074
0.096,0.035,0.092,24.948
0.009000000000000001,0.006,0.016,23.553
0.0,0.0,0.0,22.462
0.0,0.0,0.0,21.799
0.0,0.0,0.0,21.341
0.0,0.0,0.0,20.928
0.0,0.0,0.0,20.589
0.0,0.0,0.0,20.305
0.0,0.0,0.0,20.047
0.0,0.0,0.0,19.734
0.0,0.0,0.0,19.366
0.0,0.002,0.001,19.013
0.188,0.179,0.047,19.135
0.496,0.47800000000000004,0.11900000000000001,20.55
0.65,0.65,0.169,22.744
0.726,0.743,0.20500000000000002,24.944
0.758,0.779,0.233,26.76
0.758,0.73,0.28600000000000003,27.561
0.679,0.484,0.404,27.424
0.687,0.503,0.395,27.017
0.659,0.468,0.384,26.5
0.59,0.389,0.358,25.881
0.456,0.253,0.306,25.077
0.357,0.213,0.218,24.164
0.213,0.134,0.124,23.137
0.064,0.052000000000000005,0.036000000000000004,22.001
0.0,0.0,0.0,20.938
0.0,0.0,0.0,20.222
0.0,0.0,0.0,19.777
0.0,0.0,0.0,19.504
0.0,0.0,0.0,19.316
0.0,0.0,0.0,19.13
0.0,0.0,0.0,18.985
0.0,0.0,0.0,18.884
0.0,0.0,0.0,18.735
0.0,0.001,0.001,18.55
0.16,0.147,0.047,18.752
0.353,0.28600000000000003,0.13,19.406
0.531,0.439,0.203,20.204
0.553,0.387,0.29,21.346
0.643,0.47100000000000003,0.337,22.449
0.546,0.20600000000000002,0.467,22.941
0.535,0.16,0.498,23.005
0.503,0.124,0.49,22.698
0.448,0.097,0.443,22.09
0.309,0.042,0.325,21.096
0.257,0.045,0.261,20.216
0.20800000000000002,0.056,0.192,19.506
0.113,0.04,0.10300000000000001,18.817
0.027,0.016,0.027,18.044
0.0,0.0,0.0,17.484
0.0,0.0,0.0,17.309
0.0,0.0,0.0,17.191
0.0,0.0,0.0,17.065
0.0,0.0,0.0,17.068
0.0,0.0,0.0,16.798000000000002
0.0,0.0,0.0,15.887
0.0,0.0,0.0,15.213
0.0,0.0,0.0,15.085
0.0,0.001,0.001,15.032
0.124,0.106,0.046,15.047
0.452,0.396,0.131,15.651
0.619,0.551,0.198,16.702
0.662,0.54,0.272,17.493
0.637,0.40900000000000003,0.371,18.067
0.615,0.302,0.448,18.471
0.652,0.334,0.47100000000000003,18.824
0.729,0.514,0.406,19.251
0.612,0.302,0.448,19.299
0.664,0.48,0.343,19.361
0.682,0.603,0.248,19.304
0.559,0.47500000000000003,0.2,18.93
0.388,0.328,0.128,18.408
0.126,0.113,0.043000000000000003,17.747
0.0,0.0,0.0,16.931
0.0,0.0,0.0,16.287
0.0,0.0,0.0,15.797
0.0,0.0,0.0,15.397
0.0,0.0,0.0,15.134
0.0,0.0,0.0,15.111
0.0,0.0,0.0,15.15
0.0,0.0,0.0,15.212
0.0,0.0,0.0,15.239
0.0,0.0,0.0,15.256
0.012,0.007,0.018000000000000002,15.278
0.068,0.016,0.074,15.418
0.234,0.074,0.199,15.965
0.361,0.117,0.304,17.124
0.323,0.049,0.329,17.978
0.279,0.018000000000000002,0.309,18.195
0.268,0.014,0.301,18.212
0.332,0.024,0.365,18.383
0.322,0.027,0.35000000000000003,18.388
0.244,0.018000000000000002,0.269,18.14
0.201,0.02,0.218,17.925
0.158,0.025,0.165,17.744
0.093,0.024,0.094,17.371
0.021,0.012,0.026000000000000002,16.79
0.0,0.0,0.0,16.324
0.0,0.0,0.0,16.177
0.0,0.0,0.0,16.11
0.0,0.0,0.0,16.086
0.0,0.0,0.0,15.919
0.0,0.0,0.0,15.832
0.0,0.0,0.0,15.739
0.0,0.0,0.0,15.628
0.0,0.0,0.0,15.534
0.0,0.001,0.0,15.522
0.126,0.108,0.047,15.635
0.324,0.23500000000000001,0.14,16.195
0.495,0.356,0.23,17.073
