electricity,wind_speed
0.261,6.906
0.268,6.97
0.294,7.2
0.324,7.458
0.361,7.756
0.42,8.233
0.513,8.958
0.629,9.891
0.684,10.385
0.667,10.224
0.623,9.84
0.524,9.038
0.451,8.479
0.403,8.096
0.323,7.44
0.241,6.714
0.259,6.885
0.271,7.0
0.28300000000000003,7.096
0.307,7.318
0.366,7.804
0.307,7.318
0.223,6.543
0.165,5.912
0.138,5.575
0.13,5.474
0.131,5.489
0.145,5.67
0.17200000000000001,5.9879999999999995
0.222,6.5280000000000005
0.334,7.537
0.47700000000000004,8.681000000000001
0.612,9.745
0.638,9.968
0.626,9.865
0.549,9.235
0.454,8.498
0.383,7.943
0.315,7.382
0.264,6.926
0.203,6.325
0.139,5.586
0.1,5.039
0.092,4.915
0.137,5.5600000000000005
0.121,5.35
0.078,4.675
0.069,4.516
0.10200000000000001,5.062
0.146,5.683
0.17500000000000002,6.027
0.17200000000000001,5.99
0.164,5.904
0.161,5.867
0.178,6.067
0.234,6.651
0.352,7.691
0.445,8.419
0.439,8.381
0.331,7.51
0.25,6.798
0.213,6.433
0.113,5.234
0.066,4.444
0.039,3.848
0.02,3.2720000000000002
0.016,3.113
0.015,3.083
0.016,3.144
0.022,3.365
0.041,3.885
0.053,4.188
0.07100000000000001,4.545
0.096,4.977
0.114,5.256
0.129,5.449
0.115,5.258
0.084,4.777
0.037,3.801
0.003,2.299
0.013000000000000001,2.972
0.14,5.6
0.254,6.832
0.289,7.147
0.28,7.074
0.264,6.93
0.218,6.483
0.17400000000000002,6.02
0.14200000000000002,5.631
0.17200000000000001,5.981
0.216,6.468
0.17500000000000002,6.024
0.149,5.7219999999999995
0.156,5.8
0.153,5.766
0.1,5.028
0.065,4.424
0.047,4.058
0.039,3.859
0.035,3.762
0.023,3.372
0.014,3.025
0.009000000000000001,2.814
0.008,2.705
0.007,2.659
0.061,4.357
0.214,6.442
0.233,6.639
0.10400000000000001,5.095
0.045,4.01
0.006,2.5700000000000003
0.0,0.797
0.003,2.352
0.02,3.267
0.004,2.427
0.0,1.381
0.0,1.429
0.002,2.133
0.015,3.095
0.081,4.734
0.167,5.936
0.321,7.428
0.497,8.827
0.541,9.175
0.48,8.694
0.40800000000000003,8.137
0.267,6.957
0.14400000000000002,5.662
0.098,5.011
0.058,4.298
0.022,3.34
0.001,1.9
0.0,1.432
0.014,3.031
0.108,5.164
0.201,6.315
0.292,7.181
0.271,6.99
0.199,6.292
0.179,6.07
0.35100000000000003,7.683
0.37,7.839
0.223,6.535
0.108,5.165
0.05,4.115
0.025,3.441
0.016,3.117
0.019,3.235
0.037,3.797
